,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
25698,0.425532,0.076828,0.574531,0.003467,0.422915,0.414912,1
25583,0.702128,0.083253,0.583011,0.003467,0.422915,0.414912,1
22209,0.404255,0.077429,0.341267,0.003467,0.422915,0.414912,1
14078,0.553191,0.053981,0.460726,0.003467,0.422915,0.414912,0
21477,0.425532,0.088657,0.570812,0.003467,0.422915,0.414912,1
7891,0.0,0.050198,0.286671,0.003467,0.422915,0.414912,0
20320,0.468085,0.11886,0.600565,0.003467,0.422915,0.414912,1
16041,0.659574,0.046595,0.554002,0.003153,0.573537,0.407456,0
17528,0.808511,0.047256,0.366706,0.003467,0.422915,0.414912,0
5573,0.212766,0.048337,0.156501,0.003467,0.422915,0.414912,0
28475,0.340426,0.059085,0.759,0.003866,0.636458,0.597368,1
28781,0.574468,0.070434,0.578846,0.005164,0.720093,0.177632,1
25453,0.87234,0.072715,0.469503,0.003467,0.422915,0.414912,1
26711,0.744681,0.058575,0.424874,0.003467,0.422915,0.414912,1
19856,0.744681,0.112195,0.62169,0.003467,0.422915,0.414912,1
22750,0.531915,0.101327,0.494496,0.003467,0.422915,0.414912,1
26943,0.808511,0.082323,0.500744,0.005665,0.571466,0.500526,1
14033,0.978723,0.042572,0.515769,0.003467,0.422915,0.414912,0
13359,0.702128,0.057314,0.449866,0.003467,0.422915,0.414912,0
15454,0.702128,0.051339,0.676584,0.003978,0.594252,0.263158,0
24021,0.212766,0.072775,0.25781,0.003467,0.422915,0.414912,1
2284,0.489362,0.058394,0.247545,0.003467,0.422915,0.414912,0
25660,0.276596,0.070103,0.452098,0.003467,0.422915,0.414912,1
4417,0.12766,0.044104,0.112764,0.003467,0.422915,0.414912,0
3530,0.021277,0.05215,0.287414,0.003467,0.422915,0.414912,0
280,0.319149,0.090219,0.6205,0.003467,0.422915,0.414912,0
13307,0.574468,0.043983,0.464445,0.003467,0.422915,0.414912,0
28586,0.382979,0.041161,0.72166,0.00274,0.709736,0.446491,1
19862,0.93617,0.087667,0.437816,0.003467,0.422915,0.414912,1
11162,0.0,0.044104,0.322821,0.003467,0.422915,0.414912,0
23162,0.446809,0.127207,0.617525,0.003467,0.422915,0.414912,1
18395,0.659574,0.029723,0.310324,0.001857,0.228638,0.772807,0
20059,0.0,0.094602,0.516959,0.003467,0.422915,0.414912,1
24656,0.489362,0.080611,0.319845,0.003467,0.422915,0.414912,1
11513,0.468085,0.044134,0.632699,0.003467,0.422915,0.414912,0
27727,0.787234,0.070914,0.78191,0.004958,0.490678,0.513158,1
25078,0.617021,0.089408,0.531241,0.003467,0.422915,0.414912,1
11559,0.148936,0.042272,0.230735,0.003467,0.422915,0.414912,0
13534,0.297872,0.030533,0.269711,0.000976,0.149663,0.87807,0
10885,0.851064,0.042542,0.683428,0.00291,0.51942,0.566228,0
8701,0.851064,0.043983,0.587474,0.003467,0.422915,0.414912,0
21745,0.382979,0.074517,0.39274,0.003467,0.422915,0.414912,1
17121,0.957447,0.040771,0.523356,0.002673,0.380632,0.652632,0
901,0.851064,0.057974,0.441238,0.003467,0.422915,0.414912,0
24506,0.382979,0.087787,0.296787,0.003467,0.422915,0.414912,1
14090,0.914894,0.041582,0.483933,0.003467,0.422915,0.414912,0
20301,0.510638,0.074817,0.386938,0.003467,0.422915,0.414912,1
9660,0.914894,0.06584,0.449122,0.003467,0.422915,0.414912,0
22884,0.787234,0.076318,0.330705,0.003467,0.422915,0.414912,1
21612,0.404255,0.10526,0.565605,0.003467,0.422915,0.414912,1
27200,0.0,0.061787,0.48557,0.004167,0.396427,0.546053,1
16387,0.723404,0.045244,0.617971,0.003467,0.422915,0.414912,0
13899,0.042553,0.049027,0.319399,0.003467,0.422915,0.414912,0
4458,0.021277,0.036057,0.425469,0.002443,0.389177,0.528509,0
17867,0.297872,0.051039,0.469949,0.003467,0.422915,0.414912,0
12309,0.170213,0.045755,0.111128,0.003467,0.422915,0.414912,0
20002,0.510638,0.076828,0.500744,0.003467,0.422915,0.414912,1
22399,0.723404,0.086376,0.462809,0.003467,0.422915,0.414912,1
20127,0.787234,0.103188,0.595061,0.003467,0.422915,0.414912,1
9176,0.0,0.056593,0.349152,0.003467,0.422915,0.414912,0
449,0.87234,0.047076,0.438114,0.003467,0.422915,0.414912,0
22067,0.680851,0.074517,0.43737,0.003467,0.422915,0.414912,1
11106,0.042553,0.048727,0.246504,0.003467,0.422915,0.414912,0
20600,0.765957,0.103339,0.898096,0.003467,0.422915,0.414912,1
6850,0.829787,0.074036,0.429485,0.003467,0.422915,0.414912,0
18372,0.617021,0.047286,0.499702,0.003467,0.422915,0.414912,0
19229,0.638298,0.069653,0.479917,0.003467,0.422915,0.414912,0
21914,0.574468,0.089648,0.454924,0.003467,0.422915,0.414912,1
24809,0.276596,0.074817,0.147426,0.003467,0.422915,0.414912,1
239,0.808511,0.043233,0.743826,0.002823,0.582341,0.539912,0
5453,0.87234,0.041582,0.493752,0.003467,0.422915,0.414912,0
9003,0.510638,0.074997,0.575722,0.003467,0.422915,0.414912,0
16476,0.042553,0.067101,0.37593,0.004863,0.389953,0.500526,0
22254,0.170213,0.063108,0.149212,0.003467,0.422915,0.414912,1
26222,0.361702,0.053621,0.278786,0.003467,0.422915,0.414912,1
9878,0.148936,0.055242,0.026331,0.003467,0.422915,0.414912,0
10365,0.170213,0.057464,0.175245,0.003467,0.422915,0.414912,0
22867,0.382979,0.088597,0.406575,0.003467,0.422915,0.414912,1
23454,0.553191,0.116969,0.601755,0.003467,0.422915,0.414912,1
19140,0.191489,0.041281,0.130913,0.003467,0.422915,0.414912,0
25304,0.191489,0.070944,0.140286,0.003467,0.422915,0.414912,1
8960,0.106383,0.050829,0.054151,0.003467,0.422915,0.414912,0
2497,0.085106,0.047076,0.217495,0.003467,0.422915,0.414912,0
23394,0.361702,0.093671,0.348259,0.003467,0.422915,0.414912,1
24528,0.382979,0.083343,0.479173,0.003467,0.422915,0.414912,1
7065,0.531915,0.033325,0.547456,0.002246,0.548421,0.408772,0
5676,0.276596,0.036868,0.49643,0.002447,0.423356,0.75614,0
22601,0.340426,0.09217,0.475454,0.003467,0.422915,0.414912,1
23575,0.446809,0.083794,0.310473,0.003467,0.422915,0.414912,1
13643,0.574468,0.033085,0.564118,0.002225,0.625324,0.508772,0
22776,0.489362,0.101567,0.496578,0.003467,0.422915,0.414912,1
12933,0.425532,0.107752,0.571407,0.003467,0.422915,0.414912,0
2659,0.93617,0.05317,0.395716,0.003554,0.282237,0.582018,0
12959,0.276596,0.058394,0.371913,0.003467,0.422915,0.414912,0
18934,0.659574,0.048877,0.483338,0.003353,0.517607,0.419737,0
26529,0.489362,0.088027,0.519191,0.003467,0.422915,0.414912,1
27512,0.425532,0.043653,0.511455,0.002975,0.390989,0.59386,1
21614,0.446809,0.083794,0.527075,0.003467,0.422915,0.414912,1
19479,0.723404,0.134622,0.567242,0.003467,0.422915,0.414912,1
9197,0.255319,0.041401,0.455519,0.002075,0.401088,0.765789,0
5936,0.148936,0.040141,0.155608,0.002638,0.187727,0.622368,0
21345,0.808511,0.062477,0.628979,0.003467,0.422915,0.414912,1
28479,0.765957,0.135553,0.885748,0.00883,0.697566,0.545175,1
20017,0.319149,0.089798,0.588962,0.003467,0.422915,0.414912,1
17106,0.468085,0.047886,0.567539,0.003467,0.422915,0.414912,0
1142,0.595745,0.059265,0.311663,0.003467,0.422915,0.414912,0
12401,0.085106,0.050468,0.260488,0.003484,0.370792,0.500526,0
2124,0.06383,0.047826,0.201726,0.003243,0.296737,0.500526,0
11129,0.957447,0.044134,0.295299,0.003467,0.422915,0.414912,0
14907,0.06383,0.053321,0.205445,0.003467,0.422915,0.414912,0
21800,0.574468,0.07932,0.522464,0.003467,0.422915,0.414912,1
27151,0.787234,0.060706,0.507885,0.004244,0.423097,0.389912,1
28612,0.425532,0.084724,0.704999,0.005904,0.616261,0.223246,1
17767,0.914894,0.058364,0.449122,0.003467,0.422915,0.414912,0
24753,0.659574,0.254413,0.670634,0.003467,0.422915,0.414912,1
17911,0.170213,0.073676,0.154418,0.003467,0.422915,0.414912,0
27,0.914894,0.03966,0.584052,0.002707,0.502071,0.632018,0
10873,0.212766,0.042272,0.254686,0.003467,0.422915,0.414912,0
28070,0.702128,0.042062,0.536894,0.0028,0.296737,0.66886,1
25392,0.319149,0.093071,0.556233,0.003467,0.422915,0.414912,1
2923,0.765957,0.057644,0.37712,0.003467,0.422915,0.414912,0
22770,0.361702,0.101327,0.528117,0.003467,0.422915,0.414912,1
26932,0.574468,0.072295,0.502529,0.005106,0.548162,0.500526,1
26743,0.489362,0.064309,0.478132,0.003467,0.422915,0.414912,1
20323,0.531915,0.074817,0.567688,0.003467,0.422915,0.414912,1
16849,0.12766,0.046866,0.090152,0.003467,0.422915,0.414912,0
16638,0.234043,0.061637,0.128682,0.003467,0.422915,0.414912,0
27715,0.531915,0.044404,0.548349,0.002985,0.327033,0.732018,1
20243,0.978723,0.090909,0.563672,0.003467,0.422915,0.414912,1
28067,0.638298,0.041672,0.457453,0.00258,0.249094,0.765789,1
20416,0.404255,0.125796,0.721511,0.003467,0.422915,0.414912,1
6635,0.12766,0.042272,0.171675,0.003467,0.422915,0.414912,0
22497,0.489362,0.100877,0.507885,0.003467,0.422915,0.414912,1
14738,0.212766,0.046445,0.153823,0.003031,0.18928,0.500526,0
22248,0.042553,0.074517,0.390509,0.003467,0.422915,0.414912,1
92,0.170213,0.041431,0.213478,0.003467,0.422915,0.414912,0
19980,0.851064,0.106161,0.631508,0.003467,0.422915,0.414912,1
4422,0.297872,0.043383,0.607409,0.002946,0.537027,0.311842,0
15072,0.12766,0.055242,0.103689,0.003467,0.422915,0.414912,0
24713,0.404255,0.095773,0.579292,0.003467,0.422915,0.414912,1
13412,0.617021,0.075718,0.249479,0.003467,0.422915,0.414912,0
9695,0.234043,0.07863,0.273431,0.003467,0.422915,0.414912,0
14730,0.574468,0.043653,0.490628,0.002995,0.528483,0.479386,0
13442,0.468085,0.076828,0.519191,0.003467,0.422915,0.414912,0
3755,0.234043,0.047766,0.222702,0.003467,0.422915,0.414912,0
4714,0.744681,0.055242,0.314043,0.003467,0.422915,0.414912,0
24723,0.617021,0.117389,0.640286,0.003467,0.422915,0.414912,1
4878,0.489362,0.061457,0.52648,0.004236,0.537286,0.500526,0
21844,0.255319,0.060106,0.172865,0.003467,0.422915,0.414912,1
12621,0.489362,0.049267,0.488099,0.003467,0.422915,0.414912,0
722,0.87234,0.080011,0.553853,0.003467,0.422915,0.414912,0
12368,1.0,0.062598,0.411782,0.003467,0.422915,0.414912,0
7721,0.276596,0.036388,0.459685,0.002435,0.469446,0.634211,0
25791,0.808511,0.075327,0.415948,0.003467,0.422915,0.414912,1
6223,0.787234,0.059265,0.410443,0.003467,0.422915,0.414912,0
25756,0.723404,0.071034,0.476495,0.003467,0.422915,0.414912,1
5044,0.957447,0.056263,0.451503,0.003467,0.422915,0.414912,0
20601,0.787234,0.103339,0.876079,0.003467,0.422915,0.414912,1
5734,0.191489,0.010448,0.227908,0.000677,0.201191,0.639474,0
23125,0.404255,0.090098,0.53734,0.003467,0.422915,0.414912,1
7353,0.93617,0.059235,0.557721,0.003467,0.422915,0.414912,0
20942,0.212766,0.060496,0.236388,0.003467,0.422915,0.414912,1
23620,0.702128,0.111865,0.557423,0.003467,0.422915,0.414912,1
11210,0.93617,0.070043,0.446891,0.003467,0.422915,0.414912,0
20120,0.638298,0.062598,0.338292,0.003467,0.422915,0.414912,1
20706,0.659574,0.064789,0.388724,0.003467,0.422915,0.414912,1
5490,0.085106,0.049478,0.198007,0.003467,0.422915,0.414912,0
5539,0.723404,0.048517,0.615739,0.003467,0.422915,0.414912,0
24821,0.531915,0.074427,0.294258,0.003467,0.422915,0.414912,1
20313,0.234043,0.064519,0.253942,0.003467,0.422915,0.414912,1
15289,0.021277,0.113306,0.468759,0.003467,0.422915,0.414912,0
6349,0.085106,0.048337,0.24457,0.003467,0.422915,0.414912,0
20892,0.212766,0.059625,0.234603,0.003467,0.422915,0.414912,1
23709,0.851064,0.102348,0.411485,0.003467,0.422915,0.414912,1
22808,0.957447,0.085385,0.414609,0.003467,0.422915,0.414912,1
19252,0.744681,0.044374,0.612318,0.003467,0.422915,0.414912,1
891,0.106383,0.077789,0.311514,0.003467,0.422915,0.414912,0
19597,0.659574,0.124835,0.476941,0.003467,0.422915,0.414912,1
27034,0.744681,0.09154,0.554448,0.006244,0.346194,0.440789,1
27047,0.468085,0.089138,0.561291,0.006047,0.546349,0.403947,1
22463,0.276596,0.081542,0.381583,0.003467,0.422915,0.414912,1
312,0.340426,0.047856,0.477834,0.003467,0.422915,0.414912,0
22751,0.553191,0.101327,0.494198,0.003467,0.422915,0.414912,1
20831,0.851064,0.044824,0.639988,0.003467,0.422915,0.414912,1
8834,0.829787,0.045785,0.404641,0.003467,0.422915,0.414912,0
17420,0.404255,0.059595,0.60235,0.004038,0.555153,0.415351,0
20248,0.06383,0.082473,0.424874,0.003467,0.422915,0.414912,1
20800,0.617021,0.084304,0.503719,0.003467,0.422915,0.414912,1
7538,0.170213,0.044884,0.1626,0.003467,0.422915,0.414912,0
19222,0.297872,0.033926,0.590896,0.002391,0.459606,0.394298,0
3547,0.06383,0.055242,0.193692,0.003467,0.422915,0.414912,0
24020,0.148936,0.073286,0.137162,0.003467,0.422915,0.414912,1
14337,0.12766,0.041131,0.240702,0.003467,0.422915,0.414912,0
18734,0.638298,0.040891,0.55177,0.002717,0.616261,0.38114,0
20943,0.234043,0.071965,0.292919,0.003467,0.422915,0.414912,1
1365,0.170213,0.041131,0.119458,0.003467,0.422915,0.414912,0
21985,0.425532,0.099346,0.448825,0.003467,0.422915,0.414912,1
9943,0.531915,0.033626,0.461767,0.00225,0.373123,0.580263,0
28256,0.021277,0.040651,0.526331,0.002653,0.430347,0.783333,1
19192,0.957447,0.040681,0.609194,0.002651,0.4029,0.651316,0
13618,0.212766,0.066951,0.15055,0.003467,0.422915,0.414912,0
9291,0.276596,0.051219,0.161113,0.003467,0.422915,0.414912,0
11355,0.042553,0.041431,0.320738,0.003467,0.422915,0.414912,0
18159,0.191489,0.046685,0.143261,0.003467,0.422915,0.414912,0
28568,0.787234,0.041762,0.833383,0.002761,0.66261,0.590351,1
6688,0.0,0.055242,0.347367,0.003467,0.422915,0.414912,0
1688,0.085106,0.046806,0.159774,0.003467,0.422915,0.414912,0
8655,0.361702,0.065059,0.325201,0.003467,0.422915,0.414912,0
27953,0.382979,0.077039,0.735049,0.005326,0.700155,0.362281,1
13122,0.276596,0.054912,0.404939,0.003467,0.422915,0.414912,0
19236,0.212766,0.041281,0.194585,0.003467,0.422915,0.414912,0
2380,0.446809,0.051039,0.503124,0.003467,0.422915,0.414912,0
11758,0.148936,0.055242,0.01443,0.003467,0.422915,0.414912,0
14640,0.042553,0.049388,0.24457,0.003467,0.422915,0.414912,0
24394,0.659574,0.133812,0.566944,0.003467,0.422915,0.414912,1
2519,0.234043,0.048367,0.070961,0.003467,0.422915,0.414912,0
28434,0.87234,0.089648,0.771497,0.006126,0.569135,0.623246,1
28355,0.808511,0.042783,0.749033,0.002707,0.476178,0.758772,1
14430,0.255319,0.059926,0.279084,0.003467,0.422915,0.414912,0
25632,0.659574,0.070073,0.420857,0.003467,0.422915,0.414912,1
26904,1.0,0.077309,0.44332,0.005484,0.409632,0.500526,1
17681,0.0,0.055242,0.180155,0.003467,0.422915,0.414912,0
8346,0.212766,0.066531,0.20842,0.003467,0.422915,0.414912,0
8298,0.12766,0.043053,0.149063,0.003467,0.422915,0.414912,0
16687,0.255319,0.034826,0.41803,0.0022,0.396427,0.765351,0
28288,0.893617,0.04008,0.659328,0.00257,0.54117,0.671053,1
14391,0.234043,0.072715,0.295299,0.003467,0.422915,0.414912,0
4663,0.595745,0.047256,0.296489,0.003467,0.422915,0.414912,0
24585,0.659574,0.115228,0.495983,0.003467,0.422915,0.414912,1
20282,0.659574,0.084574,0.38069,0.003467,0.422915,0.414912,1
1705,0.170213,0.061637,0.12526,0.003467,0.422915,0.414912,0
21189,0.340426,0.093671,0.637757,0.003467,0.422915,0.414912,1
7269,0.723404,0.058334,0.492264,0.003467,0.422915,0.414912,0
21734,0.808511,0.080911,0.578548,0.003467,0.422915,0.414912,1
24441,0.659574,0.060796,0.430378,0.003467,0.422915,0.414912,1
12930,0.425532,0.043353,0.428593,0.002827,0.239772,0.715789,0
22081,0.957447,0.074517,0.436328,0.003467,0.422915,0.414912,1
10135,0.425532,0.075387,0.455519,0.003467,0.422915,0.414912,0
20485,0.0,0.125796,0.563225,0.003467,0.422915,0.414912,1
3502,0.893617,0.041972,0.721958,0.002823,0.541688,0.629825,0
14014,0.042553,0.044884,0.196816,0.003467,0.422915,0.414912,0
13860,0.042553,0.055242,0.239512,0.003467,0.422915,0.414912,0
25780,0.510638,0.07854,0.523654,0.003467,0.422915,0.414912,1
24960,0.680851,0.104179,0.514579,0.003467,0.422915,0.414912,1
11422,0.617021,0.054912,0.470396,0.003467,0.422915,0.414912,0
8953,0.702128,0.040591,0.539423,0.003467,0.422915,0.414912,0
23443,0.276596,0.086916,0.436031,0.003467,0.422915,0.414912,1
6250,0.319149,0.056923,0.21809,0.003467,0.422915,0.414912,0
3554,0.553191,0.041642,0.632104,0.003467,0.422915,0.414912,0
6488,0.06383,0.041281,0.427551,0.003467,0.422915,0.414912,0
8164,0.297872,0.049598,0.38798,0.003417,0.409632,0.500526,0
24879,0.787234,0.084634,0.40122,0.003467,0.422915,0.414912,1
25271,0.553191,0.089888,0.588664,0.003467,0.422915,0.414912,1
23528,0.957447,0.067221,0.40717,0.003467,0.422915,0.414912,1
3095,0.617021,0.041341,0.580184,0.002752,0.579234,0.380702,0
25180,0.510638,0.09274,0.461172,0.003467,0.422915,0.414912,1
23826,0.553191,0.09151,0.523207,0.003467,0.422915,0.414912,1
27043,0.382979,0.080611,0.595954,0.005496,0.56784,0.405702,1
10267,0.829787,0.07932,0.589259,0.003467,0.422915,0.414912,0
23629,0.93617,0.088807,0.423683,0.003467,0.422915,0.414912,1
20687,0.680851,0.109493,0.543886,0.003467,0.422915,0.414912,1
22815,0.404255,0.103248,0.48676,0.003467,0.422915,0.414912,1
1388,0.808511,0.041732,0.717792,0.003467,0.422915,0.414912,0
25293,0.489362,0.080551,0.572151,0.003467,0.422915,0.414912,1
15268,0.234043,0.060736,0.198155,0.003467,0.422915,0.414912,0
14963,0.87234,0.050498,0.333383,0.003467,0.422915,0.414912,0
27749,0.574468,0.084334,0.665427,0.005808,0.630761,0.370614,1
26020,0.404255,0.101747,0.569771,0.003467,0.422915,0.414912,1
25721,0.382979,0.076768,0.533472,0.003467,0.422915,0.414912,1
24617,0.085106,0.073946,0.137162,0.003467,0.422915,0.414912,1
12,0.957447,0.03975,0.550729,0.002293,0.400829,0.725877,0
11847,0.0,0.038429,0.525588,0.002457,0.476955,0.729386,0
12086,0.659574,0.046866,0.487652,0.003467,0.422915,0.414912,0
8007,0.446809,0.033325,0.525885,0.002258,0.220352,0.613596,0
25214,0.574468,0.106851,0.678221,0.003467,0.422915,0.414912,1
20673,0.361702,0.109493,0.718239,0.003467,0.422915,0.414912,1
22205,0.319149,0.067191,0.187295,0.003467,0.422915,0.414912,1
7325,0.106383,0.077069,0.330408,0.003467,0.422915,0.414912,0
20197,0.702128,0.116759,0.643261,0.003467,0.422915,0.414912,1
23108,0.446809,0.074517,0.488248,0.003467,0.422915,0.414912,1
24211,0.680851,0.074817,0.304076,0.003467,0.422915,0.414912,1
23085,0.255319,0.087276,0.383368,0.003467,0.422915,0.414912,1
19788,0.595745,0.082353,0.332342,0.003467,0.422915,0.414912,1
10637,0.06383,0.043533,0.265248,0.003467,0.422915,0.414912,0
22240,0.425532,0.074517,0.500595,0.003467,0.422915,0.414912,1
11582,0.808511,0.046866,0.475602,0.003467,0.422915,0.414912,0
8193,0.297872,0.040861,0.395567,0.003467,0.422915,0.414912,0
19012,0.255319,0.041431,0.123475,0.003467,0.422915,0.414912,0
26136,0.361702,0.070974,0.547159,0.003467,0.422915,0.414912,1
27292,0.382979,0.074186,0.623029,0.005025,0.598654,0.359211,1
25777,0.446809,0.088027,0.540762,0.003467,0.422915,0.414912,1
9177,0.595745,0.040891,0.455519,0.002644,0.332729,0.764474,0
26070,0.595745,0.120932,0.482892,0.003467,0.422915,0.414912,1
20188,0.489362,0.079711,0.580928,0.003467,0.422915,0.414912,1
26686,0.468085,0.062207,0.527373,0.003467,0.422915,0.414912,1
5886,0.148936,0.047526,0.09521,0.003467,0.422915,0.414912,0
26856,0.510638,0.059745,0.340821,0.003108,0.227343,0.500526,1
4465,0.723404,0.044134,0.433651,0.003467,0.422915,0.414912,0
25896,0.234043,0.054672,0.36507,0.003467,0.422915,0.414912,1
18899,0.12766,0.060736,0.228652,0.003467,0.422915,0.414912,0
12295,0.234043,0.046415,0.165278,0.003039,0.194977,0.500526,0
4021,0.638298,0.048337,0.267034,0.003467,0.422915,0.414912,0
4095,0.106383,0.056173,0.202767,0.003467,0.422915,0.414912,0
3262,0.234043,0.071454,0.187295,0.003467,0.422915,0.414912,0
25576,0.553191,0.099135,0.623624,0.003467,0.422915,0.414912,1
10807,0.468085,0.059025,0.518447,0.003467,0.422915,0.414912,0
28523,0.510638,0.040141,0.570366,0.00275,0.533661,0.212281,1
5303,0.361702,0.045485,0.596846,0.003467,0.422915,0.414912,0
27988,0.0,0.042722,0.56992,0.002773,0.488089,0.54693,1
1466,0.191489,0.065089,0.14579,0.003467,0.422915,0.414912,0
18993,0.0,0.038699,0.455668,0.002491,0.453133,0.726316,0
15047,0.297872,0.047286,0.346177,0.003467,0.422915,0.414912,0
19307,0.12766,0.073976,0.187295,0.003467,0.422915,0.414912,1
21302,0.319149,0.068272,0.306754,0.003467,0.422915,0.414912,1
23734,0.93617,0.102258,0.444064,0.003467,0.422915,0.414912,1
24230,0.553191,0.082773,0.338887,0.003467,0.422915,0.414912,1
25100,0.595745,0.090609,0.608301,0.003467,0.422915,0.414912,1
27949,0.276596,0.06572,0.571407,0.004144,0.496634,0.561404,1
16562,0.595745,0.047076,0.455965,0.003467,0.422915,0.414912,0
26046,0.489362,0.113726,0.581226,0.003467,0.422915,0.414912,1
27531,0.829787,0.043653,0.511901,0.002964,0.406007,0.590351,1
16386,0.191489,0.030984,0.248289,0.002052,0.275505,0.82193,0
16578,0.148936,0.043533,0.182832,0.003467,0.422915,0.414912,0
15443,0.106383,0.014171,0.367153,0.000769,0.404195,0.765789,0
27242,0.744681,0.103278,0.674502,0.006963,0.654324,0.419298,1
20355,0.255319,0.091359,0.403154,0.003467,0.422915,0.414912,1
25572,0.468085,0.089498,0.594466,0.003467,0.422915,0.414912,1
28720,0.340426,0.051159,0.641029,0.003506,0.669601,0.439035,1
26573,0.787234,0.067311,0.524844,0.003467,0.422915,0.414912,1
10581,0.042553,0.05248,0.35778,0.003467,0.422915,0.414912,0
20989,0.06383,0.090068,0.443023,0.003467,0.422915,0.414912,1
23718,0.404255,0.098775,0.584201,0.003467,0.422915,0.414912,1
22519,0.404255,0.119491,0.420857,0.003467,0.422915,0.414912,1
10388,0.234043,0.045605,0.363582,0.003467,0.422915,0.414912,0
25026,0.638298,0.085805,0.521422,0.003467,0.422915,0.414912,1
32,0.255319,0.038309,0.378756,0.002563,0.399275,0.660965,0
16610,0.12766,0.061517,0.202618,0.003467,0.422915,0.414912,0
7532,0.148936,0.041341,0.291431,0.003467,0.422915,0.414912,0
4178,0.702128,0.059265,0.240107,0.003467,0.422915,0.414912,0
14587,0.531915,0.045334,0.438114,0.003467,0.422915,0.414912,0
195,0.021277,0.056593,0.215412,0.003467,0.422915,0.414912,0
7428,0.765957,0.053321,0.43737,0.003467,0.422915,0.414912,0
3448,0.765957,0.078059,0.420411,0.003467,0.422915,0.414912,0
27667,0.404255,0.077729,0.72776,0.005434,0.589591,0.424561,1
20530,0.957447,0.081632,0.598036,0.003467,0.422915,0.414912,1
17481,0.829787,0.057674,0.465784,0.003467,0.422915,0.414912,0
23813,0.148936,0.074787,0.138352,0.003467,0.422915,0.414912,1
27444,0.744681,0.339318,0.819548,0.022173,0.712843,0.60307,1
1112,0.87234,0.064489,0.425766,0.003467,0.422915,0.414912,0
26651,0.404255,0.060946,0.528117,0.003467,0.422915,0.414912,1
3417,0.085106,0.046866,0.11321,0.003467,0.422915,0.414912,0
22176,0.319149,0.060106,0.16632,0.003467,0.422915,0.414912,1
16696,0.531915,0.059926,0.475454,0.003467,0.422915,0.414912,0
23178,0.787234,0.110724,0.50848,0.003467,0.422915,0.414912,1
5495,0.723404,0.03972,0.590747,0.002661,0.554376,0.397807,0
25490,0.489362,0.07923,0.483785,0.003467,0.422915,0.414912,1
6660,0.042553,0.056563,0.357632,0.003467,0.422915,0.414912,0
13779,0.446809,0.044134,0.572151,0.003467,0.422915,0.414912,0
25999,0.531915,0.071965,0.563672,0.003467,0.422915,0.414912,1
11329,0.276596,0.041852,0.542993,0.002754,0.503366,0.564474,0
796,0.680851,0.085895,0.356442,0.003467,0.422915,0.414912,0
24012,0.87234,0.078029,0.376525,0.003467,0.422915,0.414912,1
27695,0.829787,0.043083,0.605177,0.002987,0.437338,0.565351,1
11639,0.87234,0.058364,0.384856,0.003467,0.422915,0.414912,0
17530,0.617021,0.056833,0.25305,0.003467,0.422915,0.414912,0
12853,0.914894,0.068362,0.388277,0.003467,0.422915,0.414912,0
2807,0.021277,0.093671,0.32535,0.003467,0.422915,0.414912,0
23489,0.276596,0.069713,0.455817,0.003467,0.422915,0.414912,1
27741,0.404255,0.099886,0.767777,0.006973,0.664164,0.356579,1
12744,0.702128,0.057043,0.27834,0.003467,0.422915,0.414912,0
23564,0.957447,0.077489,0.295001,0.003467,0.422915,0.414912,1
27068,0.93617,0.085715,0.513389,0.00576,0.37131,0.584211,1
12179,0.255319,0.066741,0.114103,0.003467,0.422915,0.414912,0
21662,0.06383,0.075688,0.392145,0.003467,0.422915,0.414912,1
23126,0.425532,0.09247,0.538976,0.003467,0.422915,0.414912,1
19736,0.255319,0.09199,0.379203,0.003467,0.422915,0.414912,1
4621,0.978723,0.06614,0.347664,0.003467,0.422915,0.414912,0
959,0.829787,0.045485,0.63017,0.003467,0.422915,0.414912,0
24916,0.255319,0.084634,0.373401,0.003467,0.422915,0.414912,1
22467,0.404255,0.10508,0.524249,0.003467,0.422915,0.414912,1
4101,0.510638,0.043473,0.436031,0.00284,0.269291,0.749561,0
27168,0.93617,0.054882,0.396311,0.003683,0.297514,0.562281,1
18694,0.638298,0.049538,0.482743,0.003467,0.422915,0.414912,0
20754,0.680851,0.092861,0.483487,0.003467,0.422915,0.414912,1
22484,0.93617,0.089198,0.401369,0.003467,0.422915,0.414912,1
28524,0.851064,0.047376,0.591044,0.003234,0.493009,0.288596,1
19985,1.0,0.119731,0.551026,0.003467,0.422915,0.414912,1
23447,0.404255,0.106341,0.570812,0.003467,0.422915,0.414912,1
25512,0.617021,0.081122,0.414758,0.003467,0.422915,0.414912,1
7842,0.574468,0.049538,0.489735,0.003467,0.422915,0.414912,0
6427,0.276596,0.046956,0.091937,0.003467,0.422915,0.414912,0
3982,0.574468,0.061066,0.528117,0.003467,0.422915,0.414912,0
13350,0.234043,0.011048,0.175394,0.000717,0.132574,0.672368,0
281,0.276596,0.119731,0.517703,0.003467,0.422915,0.414912,0
22545,0.531915,0.081812,0.296638,0.003467,0.422915,0.414912,1
27013,0.659574,0.077759,0.433651,0.00522,0.274987,0.500526,1
8872,0.468085,0.046806,0.322523,0.003467,0.422915,0.414912,0
15022,0.12766,0.074817,0.291729,0.003467,0.422915,0.414912,0
5811,0.531915,0.037468,0.557275,0.002545,0.562403,0.455263,0
