,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
18110,0.170213,0.050438,0.160369,0.003263,0.261781,0.740789,0
12891,0.93617,0.050799,0.374442,0.003398,0.266442,0.631579,0
30916,0.361702,0.115258,0.623773,0.007825,0.582082,0.485088,1
35029,0.765957,0.150925,0.814192,0.010301,0.727084,0.421491,1
10631,0.148936,0.044314,0.178072,0.002896,0.284568,0.606579,0
32356,0.404255,0.033085,0.635674,0.002148,0.673744,0.442105,1
37060,0.12766,0.044404,0.148319,0.001934,0.180476,0.809649,1
34157,0.319149,0.043683,0.340821,0.00216,0.2768,0.738596,1
16028,0.12766,0.029422,0.156204,0.002032,0.245469,0.279825,0
7075,1.0,0.028582,0.320738,0.001915,0.241585,0.807456,0
35206,0.382979,0.089798,0.770158,0.006047,0.7768,0.417544,1
5142,0.0,0.02621,0.254984,0.001762,0.310461,0.64693,0
7777,0.191489,0.034136,0.218982,0.002221,0.311756,0.671053,0
6617,0.510638,0.062327,0.536745,0.004281,0.451579,0.430702,0
2863,0.744681,0.057944,0.371318,0.003901,0.356551,0.463596,0
8132,0.170213,0.030473,0.189229,0.001066,0.261781,0.816228,0
4055,0.595745,0.029062,0.509967,0.001992,0.371828,0.609211,0
29276,0.06383,0.030353,0.385451,0.002029,0.420249,0.476754,1
6021,0.212766,0.024228,0.274769,0.001597,0.276282,0.87807,0
18293,0.957447,0.029002,0.434543,0.001832,0.358105,0.728509,0
36430,0.787234,0.072235,0.58673,0.004821,0.63594,0.434211,1
29274,0.021277,0.030353,0.478578,0.002032,0.402123,0.483772,1
37472,0.553191,0.0919,0.490479,0.006226,0.523045,0.396053,1
30132,0.276596,0.056413,0.389765,0.003895,0.344899,0.282895,1
32483,0.340426,0.029062,0.532431,0.001913,0.571724,0.680702,1
14194,0.170213,0.02663,0.088218,0.001759,0.125583,0.653509,0
10702,0.170213,0.044584,0.199345,0.002908,0.292077,0.697368,0
33394,0.382979,0.044914,0.541803,0.003135,0.524081,0.204825,1
34696,0.702128,0.096673,0.778786,0.006703,0.65044,0.471491,1
38297,0.957447,0.06635,0.457156,0.004462,0.291041,0.513158,1
10356,0.404255,0.028011,0.35302,0.001884,0.204557,0.625,0
17627,0.765957,0.029212,0.297679,0.00085,0.236147,0.814474,0
14760,0.744681,0.044794,0.369384,0.002906,0.363283,0.662719,0
34880,0.234043,0.062898,0.361053,0.002678,0.370792,0.619298,1
37484,0.808511,0.075627,0.471883,0.00517,0.511652,0.26886,1
13847,0.085106,0.019575,0.117525,0.000841,0.237701,0.819737,0
15654,0.234043,0.032004,0.180155,0.002106,0.197825,0.560965,0
36285,0.765957,0.084844,0.652038,0.005764,0.584671,0.424123,1
315,0.978723,0.069473,0.594615,0.004609,0.519679,0.498246,0
32403,0.702128,0.046776,0.499107,0.001695,0.300363,0.829386,1
30438,0.659574,0.035277,0.474561,0.002329,0.178146,0.724561,1
37266,0.914894,0.082623,0.426659,0.0057,0.661056,0.270175,1
30290,1.0,0.027021,0.24338,0.00182,0.306059,0.574561,1
37597,0.808511,0.058334,0.536894,0.003914,0.58726,0.373246,1
36259,0.829787,0.089918,0.712883,0.00598,0.635681,0.470175,1
12304,0.851064,0.030053,0.458941,0.002077,0.404454,0.350439,0
38417,0.255319,0.075868,0.422791,0.005228,0.515536,0.279386,1
34300,0.808511,0.090159,0.688634,0.00613,0.624029,0.413596,1
33900,0.765957,0.029272,0.608301,0.001965,0.702486,0.15307,1
7035,0.085106,0.029873,0.322672,0.001988,0.373123,0.554825,0
1372,0.87234,0.038549,0.422047,0.00269,0.407302,0.249123,0
29575,0.87234,0.033385,0.4518,0.002304,0.3058,0.29386,1
10078,0.234043,0.027381,0.179113,0.001857,0.169083,0.480263,0
30238,0.404255,0.068482,0.554597,0.004678,0.515536,0.358333,1
11581,0.765957,0.03906,0.63374,0.002678,0.451321,0.459211,0
2217,0.191489,0.079771,0.280422,0.005091,0.405489,0.762281,0
3163,0.12766,0.041371,0.174353,0.002736,0.25479,0.530263,0
6913,0.957447,0.057584,0.468164,0.003972,0.321595,0.346053,0
33714,0.042553,0.029032,0.217941,0.000897,0.352408,0.675877,1
2152,0.0,0.0399,0.550283,0.002742,0.449508,0.574123,0
17957,0.148936,0.028011,0.165278,0.001903,0.199637,0.589912,0
11315,0.957447,0.028402,0.400327,0.001751,0.33014,0.736404,0
1098,0.957447,0.028221,0.349003,0.001361,0.325997,0.835965,0
29766,0.787234,0.041251,0.526183,0.002813,0.508804,0.348684,1
36605,0.787234,0.089438,0.638649,0.005883,0.683843,0.443421,1
11063,0.234043,0.032275,0.153377,0.0021,0.189798,0.755702,0
30803,1.0,0.050528,0.402112,0.003386,0.349301,0.51886,1
11175,0.06383,0.058785,0.23981,0.003758,0.384516,0.392544,0
29751,0.468085,0.029903,0.488843,0.002034,0.47825,0.382895,1
1831,0.723404,0.066531,0.728206,0.004533,0.700155,0.471053,0
17105,0.702128,0.037048,0.715561,0.002493,0.712584,0.191667,0
9933,0.361702,0.073346,0.498364,0.005,0.580269,0.356579,0
30871,0.659574,0.041672,0.388426,0.002437,0.278094,0.738158,1
17254,0.170213,0.028972,0.165873,0.001907,0.209736,0.684649,0
34457,0.829787,0.029482,0.623178,0.001992,0.542724,0.338596,1
14465,0.255319,0.02573,0.275513,0.00173,0.259969,0.625877,0
30159,0.851064,0.07908,0.501488,0.005482,0.501036,0.220175,1
9837,0.106383,0.025369,0.150402,0.00171,0.197048,0.575,0
3552,0.191489,0.0269,0.157542,0.00182,0.176592,0.557895,0
11662,0.148936,0.028251,0.161708,0.001813,0.280425,0.772368,0
34588,0.319149,0.040261,0.637459,0.002838,0.635163,0.245614,1
30149,0.638298,0.041942,0.434395,0.002948,0.488607,0.05614,1
37562,0.468085,0.086406,0.505356,0.005742,0.598912,0.420614,1
9457,0.12766,0.02651,0.14579,0.001793,0.19912,0.532895,0
32472,0.914894,0.028762,0.39765,0.000839,0.336354,0.758333,1
36763,0.06383,0.077369,0.371616,0.004981,0.4855,0.588596,1
33700,0.765957,0.034286,0.46147,0.002154,0.421284,0.817105,1
11652,0.914894,0.029693,0.309729,0.001959,0.212325,0.682895,0
36512,0.702128,0.088567,0.405534,0.005837,0.318747,0.580263,1
6681,0.276596,0.021827,0.162154,0.001452,0.113672,0.741228,0
7967,0.021277,0.033475,0.534365,0.00221,0.444847,0.645175,0
2010,1.0,0.028822,0.396162,0.001014,0.394873,0.639474,0
35847,0.446809,0.083854,0.590152,0.005544,0.686432,0.459211,1
35667,0.297872,0.072445,0.569176,0.004828,0.587778,0.455702,1
38142,0.042553,0.072355,0.292175,0.004873,0.397204,0.465351,1
37208,0.723404,0.06602,0.325796,0.004639,0.56551,0.239474,1
38060,0.531915,0.048367,0.520976,0.003251,0.549974,0.419298,1
31947,0.617021,0.031704,0.571854,0.002067,0.685655,0.267105,1
30111,0.595745,0.053921,0.2892,0.003729,0.241844,0.432456,1
30708,0.659574,0.045334,0.478429,0.003039,0.467374,0.486404,1
5473,0.042553,0.020175,0.246058,0.001718,0.341274,0.635088,0
30392,0.382979,0.029182,0.34945,0.001915,0.182807,0.663596,1
9465,0.382979,0.055902,0.439155,0.003484,0.297773,0.743421,0
2678,0.255319,0.083764,0.496132,0.005538,0.485759,0.546053,0
4586,0.06383,0.03984,0.394823,0.002692,0.422579,0.448684,0
3023,0.446809,0.110754,0.519786,0.007374,0.651217,0.41886,0
5420,0.595745,0.061066,0.655311,0.004325,0.644744,0.250439,0
4749,0.744681,0.044073,0.452841,0.003029,0.537286,0.26886,0
37251,0.574468,0.070223,0.465486,0.004823,0.701191,0.243421,1
36450,0.489362,0.102108,0.483338,0.006984,0.577421,0.374561,1
17179,0.191489,0.040861,0.212437,0.002775,0.224236,0.524561,0
31976,0.425532,0.030263,0.716751,0.001905,0.547126,0.758772,1
35920,0.595745,0.086826,0.482743,0.00576,0.588037,0.275877,1
36655,0.276596,0.067521,0.448676,0.004487,0.465821,0.564912,1
37226,0.425532,0.163024,0.56382,0.011225,0.577421,0.312719,1
35685,0.787234,0.089318,0.77715,0.00586,0.710772,0.554386,1
31478,0.340426,0.027891,0.249628,0.001847,0.104609,0.887719,1
19015,0.808511,0.028972,0.506992,0.00114,0.383739,0.769298,0
832,0.255319,0.023328,0.26019,0.001543,0.241067,0.816228,0
36413,0.276596,0.082683,0.484231,0.005463,0.461678,0.587281,1
10827,0.297872,0.025609,0.223594,0.001527,0.165199,0.787719,0
4428,0.148936,0.030173,0.294555,0.001978,0.338426,0.627632,0
12663,0.148936,0.027951,0.147278,0.001826,0.200673,0.69693,0
358,0.0,0.068062,0.403898,0.004728,0.396686,0.37193,0
33837,0.425532,0.036177,0.394525,0.002331,0.301139,0.659649,1
3977,0.255319,0.024529,0.372359,0.000837,0.171155,0.857018,0
29508,0.510638,0.030623,0.509075,0.002077,0.494562,0.503509,1
10327,0.744681,0.045425,0.433502,0.002991,0.299327,0.654386,0
4242,0.148936,0.0263,0.110235,0.001782,0.190057,0.542544,0
11958,0.297872,0.02618,0.47471,0.001685,0.534956,0.700439,0
9285,0.851064,0.070073,0.46385,0.004925,0.481875,0.212719,0
5146,0.702128,0.030353,0.510562,0.00204,0.518902,0.257456,0
6811,0.829787,0.045034,0.581226,0.003083,0.551528,0.374561,0
14632,0.617021,0.028942,0.41327,0.001851,0.341792,0.630263,0
8987,0.744681,0.028582,0.550134,0.0015,0.454428,0.704825,0
1528,0.851064,0.056203,0.562333,0.00386,0.540911,0.326754,0
491,0.12766,0.024288,0.13374,0.001641,0.174262,0.575439,0
29177,0.978723,0.032485,0.40003,0.002177,0.399534,0.602632,1
19146,0.659574,0.049267,0.289795,0.003137,0.313568,0.742105,0
36707,0.489362,0.063618,0.345433,0.003417,0.309166,0.774123,1
32034,0.574468,0.029212,0.30363,0.00178,0.210254,0.836404,1
9403,0.87234,0.043353,0.38917,0.002968,0.467633,0.305702,0
7502,0.489362,0.034917,0.518001,0.002462,0.582859,0.225877,0
37391,0.617021,0.150024,0.460726,0.009769,0.601761,0.513596,1
16507,0.617021,0.055362,0.461619,0.003635,0.562921,0.44693,0
30247,0.595745,0.090369,0.521422,0.006226,0.535474,0.167982,1
8347,0.574468,0.028462,0.312853,0.001859,0.175816,0.736842,0
32021,0.978723,0.029723,0.256323,0.001766,0.259969,0.746491,1
35005,0.234043,0.042692,0.311514,0.002189,0.344381,0.694737,1
30783,0.574468,0.05311,0.54091,0.003525,0.498705,0.420175,1
7774,0.106383,0.023028,0.058316,0.001525,0.11885,0.828509,0
36645,0.787234,0.089138,0.616929,0.005852,0.661574,0.475439,1
33616,0.574468,0.029422,0.468462,0.001892,0.481357,0.662281,1
29608,0.425532,0.116158,0.577655,0.00796,0.48058,0.33114,1
2595,0.744681,0.034316,0.281018,0.002368,0.283532,0.507456,0
9912,0.106383,0.0399,0.235049,0.002603,0.363542,0.671053,0
15379,0.276596,0.025339,0.206635,0.001714,0.153547,0.65307,0
18582,0.297872,0.046145,0.492115,0.003116,0.584153,0.385088,0
15847,0.702128,0.05281,0.514579,0.003602,0.548162,0.317982,0
17184,0.808511,0.028522,0.390062,0.001905,0.277059,0.747368,0
9116,0.191489,0.043593,0.240405,0.002919,0.266442,0.548684,0
4475,0.170213,0.031134,0.292324,0.001992,0.388918,0.737719,0
36554,0.382979,0.10556,0.581672,0.007187,0.604609,0.264912,1
494,0.0,0.054401,0.384707,0.003737,0.385034,0.42193,0
10288,0.957447,0.029873,0.439601,0.001221,0.284568,0.855702,0
1092,0.170213,0.033415,0.238917,0.001437,0.301657,0.900877,0
5338,0.914894,0.044764,0.335168,0.002925,0.331693,0.621053,0
28918,0.574468,0.035847,0.502827,0.002449,0.595546,0.419298,1
35654,0.553191,0.07872,0.610533,0.00505,0.604609,0.580263,1
17488,0.340426,0.027381,0.371169,0.001762,0.246504,0.797368,0
15406,0.085106,0.027141,0.174799,0.001813,0.304247,0.712719,0
38268,0.446809,0.074186,0.535406,0.005098,0.654583,0.290789,1
9650,0.957447,0.028101,0.451503,0.001789,0.40057,0.612281,0
869,0.723404,0.042392,0.331598,0.002732,0.264371,0.715789,0
32645,0.93617,0.046896,0.473222,0.000835,0.272398,0.791228,1
36823,0.489362,0.093071,0.503273,0.006302,0.575091,0.436404,1
32680,0.659574,0.028161,0.311217,0.00141,0.266701,0.841667,1
38030,0.808511,0.044224,0.389616,0.002883,0.296996,0.716228,1
4990,0.0,0.027621,0.36269,0.001816,0.363542,0.627193,0
29337,0.680851,0.034196,0.490033,0.002393,0.510616,0.27193,1
29554,0.574468,0.21082,0.548051,0.014368,0.546608,0.215789,1
15077,0.914894,0.02603,0.5,0.001653,0.352667,0.82807,0
29931,0.446809,0.053531,0.488545,0.003689,0.502848,0.314035,1
139,0.106383,0.027081,0.163493,0.001332,0.225272,0.858333,0
8845,0.191489,0.029482,0.185659,0.002007,0.205852,0.472368,0
13243,0.957447,0.029062,0.446296,0.00193,0.236665,0.807895,0
37175,0.978723,0.070373,0.339929,0.004967,0.357069,0.428509,1
32464,0.680851,0.027981,0.536894,0.00178,0.622216,0.689035,1
35838,0.021277,0.06554,0.533026,0.004034,0.451579,0.670614,1
30693,0.340426,0.074727,0.507736,0.004975,0.53159,0.437719,1
18436,0.87234,0.023178,0.346772,0.000567,0.264371,0.791228,0
6653,0.829787,0.025189,0.510414,0.001533,0.459089,0.686842,0
12065,0.765957,0.037979,0.635525,0.00257,0.673485,0.395175,0
6379,0.553191,0.044013,0.476495,0.003066,0.474366,0.253947,0
6252,0.595745,0.05275,0.503422,0.00361,0.591921,0.278947,0
516,0.12766,0.046595,0.143707,0.003193,0.219316,0.423684,0
4592,0.06383,0.02678,0.163047,0.001805,0.278871,0.598246,0
1914,0.489362,0.044314,0.479322,0.003058,0.537804,0.250439,0
12770,0.702128,0.030924,0.387533,0.00211,0.165199,0.471491,0
36247,0.489362,0.086586,0.59283,0.005688,0.601761,0.557895,1
9239,0.319149,0.037318,0.455668,0.002524,0.468928,0.356579,0
32341,0.595745,0.034286,0.615144,0.002256,0.790523,0.260965,1
9278,0.234043,0.037889,0.125707,0.002401,0.140601,0.823246,0
16500,0.744681,0.024499,0.389021,0.001651,0.28638,0.598246,0
16985,0.638298,0.042452,0.272538,0.002798,0.205075,0.668421,0
35600,0.680851,0.086015,0.395864,0.004404,0.401088,0.65,1
29579,0.957447,0.033025,0.380839,0.00225,0.245987,0.392982,1
31294,0.595745,0.055032,0.680899,0.003698,0.569394,0.564474,1
29867,0.446809,0.134802,0.570515,0.009046,0.489902,0.554386,1
29294,0.468085,0.027261,0.43856,0.001778,0.252719,0.684211,1
15310,0.255319,0.028852,0.345582,0.001845,0.381926,0.547807,0
277,0.829787,0.04005,0.498959,0.002773,0.406007,0.334649,0
11733,0.021277,0.028372,0.395418,0.001926,0.385293,0.459649,0
14983,0.553191,0.055152,0.534811,0.003635,0.62144,0.411404,0
12631,0.765957,0.030833,0.499256,0.002015,0.483169,0.745614,0
16320,0.042553,0.040711,0.473222,0.002779,0.410927,0.466228,0
14323,0.829787,0.07845,0.767777,0.005098,0.618591,0.654825,0
18675,0.148936,0.021136,0.1205,0.001413,0.211289,0.751316,0
4085,0.234043,0.030803,0.201131,0.002069,0.14552,0.599123,0
860,0.914894,0.027141,0.434692,0.001843,0.418954,0.544737,0
5091,0.361702,0.02615,0.569771,0.001728,0.47333,0.404386,0
35364,0.765957,0.095352,0.856144,0.006537,0.785603,0.385088,1
5103,0.574468,0.029422,0.310622,0.001903,0.293371,0.657895,0
32111,0.638298,0.030833,0.702023,0.001963,0.538322,0.674123,1
5934,0.87234,0.069953,0.800952,0.004771,0.624547,0.462719,0
32654,0.276596,0.034947,0.304225,0.002056,0.287675,0.754825,1
35520,0.404255,0.153176,0.78429,0.010066,0.763594,0.438158,1
14633,0.638298,0.049628,0.524993,0.003342,0.569394,0.389035,0
3717,0.361702,0.064249,0.567539,0.004377,0.629984,0.317105,0
36741,0.510638,0.095653,0.494793,0.006535,0.571207,0.467105,1
34999,0.978723,0.044644,0.560547,0.003035,0.473589,0.461404,1
35498,0.744681,0.187883,0.900922,0.01232,0.812015,0.427193,1
36759,1.0,0.086165,0.477388,0.005924,0.508804,0.488596,1
36912,0.489362,0.087426,0.51205,0.005852,0.541688,0.45614,1
38461,0.93617,0.075267,0.460726,0.005139,0.301398,0.455263,1
2758,0.510638,0.033025,0.659625,0.002167,0.524599,0.521491,0
97,0.680851,0.097394,0.616632,0.006404,0.583635,0.42807,0
13237,0.659574,0.028041,0.539423,0.002588,0.447178,0.333333,0
36378,0.787234,0.081422,0.635823,0.005582,0.62869,0.277193,1
2141,0.489362,0.033085,0.635079,0.00216,0.556189,0.488596,0
33607,0.382979,0.029422,0.499702,0.001919,0.511393,0.627632,1
11472,0.914894,0.038519,0.429932,0.002659,0.363283,0.165351,0
33859,0.617021,0.029212,0.266736,0.001762,0.266701,0.660526,1
31461,0.851064,0.032815,0.348855,0.002187,0.142672,0.840351,1
19099,0.553191,0.043683,0.336061,0.002921,0.353703,0.528947,0
5458,0.170213,0.022457,0.211247,0.001491,0.24754,0.795614,0
12253,0.148936,0.034316,0.301101,0.002233,0.412998,0.634211,0
37137,0.425532,0.093041,0.599375,0.00623,0.512429,0.454386,1
9133,0.191489,0.027741,0.18194,0.001784,0.274728,0.8,0
5128,0.382979,0.027501,0.488396,0.001828,0.33739,0.562281,0
34831,0.212766,0.053621,0.245016,0.00177,0.349301,0.719737,1
16793,0.085106,0.033325,0.390062,0.002171,0.439151,0.612281,0
30645,0.382979,0.059385,0.568283,0.003907,0.548162,0.413596,1
32653,0.255319,0.033265,0.250223,0.002056,0.251683,0.807456,1
13858,0.021277,0.047646,0.431568,0.003172,0.393061,0.622807,0
12138,0.765957,0.026991,0.604582,0.001749,0.521491,0.600439,0
18031,0.12766,0.028852,0.337102,0.001892,0.373382,0.630702,0
3476,0.191489,0.023688,0.22776,0.001496,0.297514,0.846491,0
31121,0.680851,0.042512,0.437519,0.002854,0.301657,0.560526,1
37719,0.297872,0.114597,0.532431,0.0079,0.677369,0.267544,1
18584,0.851064,0.029783,0.540018,0.002009,0.483428,0.340789,0
3074,0.361702,0.02591,0.595954,0.00178,0.537286,0.374561,0
33433,0.765957,0.03888,0.469801,0.002516,0.340497,0.656579,1
33122,0.553191,0.038669,0.653675,0.002632,0.645779,0.377193,1
12983,0.212766,0.032395,0.179113,0.002108,0.198602,0.560088,0
32172,0.212766,0.034286,0.307944,0.001764,0.369498,0.773246,1
30716,0.319149,0.043293,0.470991,0.002902,0.499741,0.419298,1
33468,0.574468,0.041462,0.605177,0.002869,0.548421,0.298684,1
35803,0.531915,0.071664,0.569325,0.004715,0.601502,0.532895,1
31812,0.957447,0.036688,0.443469,0.002025,0.35189,0.803947,1
17581,0.276596,0.029182,0.22776,0.001971,0.163646,0.548684,0
36637,0.468085,0.087336,0.515323,0.005752,0.608752,0.512719,1
14691,0.06383,0.057494,0.466082,0.003783,0.506732,0.549561,0
38042,0.042553,0.043233,0.191461,0.002865,0.362506,0.571053,1
33635,0.978723,0.049207,0.44332,0.002725,0.410409,0.722807,1
215,0.191489,0.021286,0.091639,0.001429,0.113154,0.738596,0
7071,0.191489,0.060136,0.261678,0.002027,0.368721,0.61886,0
9606,0.170213,0.049598,0.26986,0.002991,0.398757,0.722807,0
34765,0.808511,0.382311,0.64936,0.025556,0.502589,0.628947,1
4155,0.021277,0.030203,0.399435,0.001903,0.369757,0.634211,0
12313,0.021277,0.028161,0.301398,0.000841,0.314345,0.708772,0
33573,0.914894,0.030083,0.267926,0.000976,0.268255,0.778947,1
17041,0.0,0.025099,0.158881,0.001674,0.197048,0.764474,0
34176,0.829787,0.087727,0.439453,0.005829,0.407561,0.592105,1
15452,0.659574,0.07929,0.459833,0.005382,0.583894,0.404825,0
35156,0.617021,0.076558,0.623029,0.005091,0.710513,0.473246,1
37455,0.0,0.074937,0.441684,0.005145,0.446401,0.473246,1
37375,0.276596,0.086886,0.422642,0.005621,0.461678,0.650877,1
9647,0.170213,0.02648,0.133591,0.000831,0.18695,0.841667,0
30527,0.808511,0.048337,0.343499,0.003178,0.26463,0.628509,1
36754,0.787234,0.111445,0.626897,0.007603,0.659762,0.419737,1
32874,0.808511,0.030773,0.484528,0.001629,0.490678,0.663596,1
2329,0.0,0.043503,0.494793,0.002973,0.412481,0.356579,0
32143,0.914894,0.033926,0.376376,0.002059,0.285344,0.917982,1
32377,0.212766,0.097154,0.339185,0.006396,0.333247,0.701754,1
36472,0.382979,0.077099,0.544183,0.005231,0.581564,0.396491,1
12827,0.382979,0.029122,0.486462,0.001884,0.282755,0.690351,0
37196,0.468085,0.042452,0.34454,0.002958,0.478767,0.282456,1
1262,0.148936,0.02597,0.163791,0.001691,0.276023,0.683333,0
8152,0.808511,0.027351,0.526778,0.001782,0.40782,0.737719,0
14176,0.87234,0.027141,0.410295,0.00156,0.430088,0.769298,0
35239,0.808511,0.072985,0.755727,0.004998,0.685655,0.415789,1
1653,0.085106,0.019395,0.099821,0.000839,0.240031,0.753947,0
31723,1.0,0.037078,0.367301,0.002061,0.329363,0.792982,1
8020,0.0,0.040351,0.48795,0.002736,0.415588,0.411404,0
30787,0.659574,0.058184,0.529009,0.003897,0.498705,0.405702,1
28922,0.659574,0.033415,0.47233,0.00227,0.568617,0.45307,1
1577,0.06383,0.034616,0.307944,0.002268,0.360953,0.695614,0
1318,0.829787,0.027771,0.492711,0.001818,0.379078,0.727632,0
3035,0.829787,0.027891,0.557572,0.001913,0.501036,0.450439,0
30680,0.851064,0.042422,0.339185,0.0028,0.293371,0.577632,1
38380,0.638298,0.102168,0.512496,0.007025,0.58985,0.194737,1
15623,0.404255,0.028942,0.586433,0.002044,0.595028,0.413596,0
9512,0.957447,0.055662,0.441833,0.003781,0.403677,0.401754,0
11326,0.531915,0.028942,0.540464,0.002002,0.530295,0.383772,0
32324,1.0,0.038759,0.391699,0.001685,0.422061,0.732018,1
36649,0.93617,0.070283,0.463255,0.004626,0.452615,0.627193,1
36389,0.255319,0.069563,0.390062,0.004616,0.410409,0.569737,1
10927,0.297872,0.045605,0.507736,0.003097,0.604091,0.375,0
32001,0.468085,0.046325,0.459387,0.002892,0.315122,0.833772,1
34820,0.06383,0.080611,0.513091,0.004111,0.523563,0.576316,1
15979,0.148936,0.043383,0.160666,0.002833,0.28638,0.677193,0
32485,0.382979,0.029723,0.556531,0.001944,0.59218,0.642105,1
18659,0.06383,0.023778,0.061886,0.001581,0.153288,0.816228,0
8342,0.340426,0.029482,0.547754,0.001901,0.487571,0.612281,0
9389,0.468085,0.028942,0.638649,0.002075,0.688503,0.217982,0
2925,0.106383,0.024889,0.169592,0.001643,0.250388,0.804386,0
29930,0.425532,0.061397,0.500446,0.004219,0.504143,0.325439,1
2742,0.893617,0.046505,0.442279,0.003101,0.365096,0.527193,0
37362,0.851064,0.09199,0.423088,0.006194,0.548938,0.457456,1
10513,0.021277,0.028822,0.325052,0.001934,0.2913,0.464474,0
1465,0.191489,0.029753,0.253645,0.001928,0.294666,0.697368,0
4811,0.723404,0.048097,0.45909,0.003384,0.476178,0.136842,0
2617,0.319149,0.030443,0.319548,0.001859,0.242103,0.88114,0
34744,0.361702,0.281974,0.637162,0.018348,0.438374,0.726754,1
38285,0.234043,0.089738,0.412526,0.006118,0.439669,0.476316,1
3779,0.170213,0.031434,0.279084,0.002011,0.380373,0.744737,0
34185,0.510638,0.337336,0.403303,0.002009,0.251424,0.64693,1
1062,0.425532,0.031194,0.543737,0.001545,0.34956,0.741667,0
35052,0.829787,0.070914,0.7108,0.004821,0.626359,0.412281,1
33696,0.680851,0.028942,0.3133,0.000835,0.234335,0.706579,1
8315,0.12766,0.034856,0.241595,0.00227,0.344899,0.675439,0
11743,0.042553,0.044073,0.341714,0.003043,0.321854,0.376754,0
6503,0.595745,0.028432,0.484082,0.001915,0.516313,0.563596,0
8720,0.914894,0.02624,0.316721,0.0014,0.217504,0.896053,0
4980,0.893617,0.03897,0.388724,0.002624,0.390212,0.493421,0
37438,0.574468,0.081002,0.473371,0.005567,0.555153,0.32193,1
13951,0.744681,0.077339,0.628533,0.005339,0.581823,0.192105,0
4102,0.021277,0.027111,0.308985,0.001803,0.289228,0.583333,0
36443,0.340426,0.071304,0.506397,0.00484,0.596064,0.351754,1
4803,0.297872,0.032935,0.526183,0.002144,0.561626,0.613158,0
34892,0.893617,0.074607,0.734008,0.005085,0.556706,0.49386,1
33409,0.978723,0.06578,0.452246,0.00457,0.392284,0.261842,1
6417,0.0,0.080641,0.557126,0.00522,0.503884,0.724123,0
16349,0.744681,0.034106,0.615591,0.001288,0.468669,0.620175,0
11453,0.553191,0.029152,0.511306,0.001946,0.521233,0.561404,0
17256,0.723404,0.02663,0.490479,0.00171,0.644485,0.521053,0
28974,0.425532,0.036748,0.61083,0.002455,0.612636,0.565351,1
5237,0.680851,0.029452,0.536894,0.001988,0.527706,0.517982,0
10775,0.212766,0.037679,0.19875,0.00247,0.228897,0.550439,0
34167,0.531915,0.196199,0.430973,0.003386,0.36406,0.738596,1
35345,0.851064,0.070343,0.735942,0.004769,0.634127,0.517544,1
11928,0.595745,0.036177,0.61812,0.003099,0.491455,0.214035,0
15993,0.319149,0.030803,0.321928,0.001942,0.188762,0.823246,0
35164,0.787234,0.119281,0.8795,0.007931,0.772139,0.526754,1
10994,0.170213,0.02621,0.099524,0.001768,0.141119,0.607456,0
35455,0.340426,0.081332,0.668402,0.005461,0.666753,0.482895,1
12205,0.021277,0.02609,0.21199,0.001757,0.228379,0.582895,0
36101,0.489362,0.075297,0.549539,0.004923,0.60668,0.589474,1
17579,0.085106,0.025429,0.123773,0.001718,0.210513,0.512719,0
33674,0.06383,0.029242,0.293663,0.00182,0.376489,0.72193,1
33862,0.680851,0.029302,0.276703,0.001859,0.284827,0.615351,1
36161,0.808511,0.087426,0.582565,0.005565,0.491196,0.682018,1
15591,0.297872,0.047346,0.518596,0.003211,0.580787,0.394737,0
4326,0.042553,0.068992,0.303779,0.004996,0.418695,0.351754,0
36716,0.680851,0.054281,0.264356,0.003207,0.31072,0.770614,1
35817,0.021277,0.077699,0.556233,0.004412,0.440186,0.692544,1
5245,0.234043,0.022127,0.166022,0.001448,0.223718,0.649123,0
36828,0.0,0.087426,0.490479,0.005708,0.463231,0.585965,1
16080,0.340426,0.029512,0.554002,0.001905,0.492232,0.687281,0
32681,0.702128,0.027921,0.327284,0.001533,0.292595,0.841667,1
29813,0.042553,0.030833,0.23252,0.002098,0.36639,0.380702,1
6192,0.212766,0.041161,0.282356,0.002659,0.300363,0.774123,0
30692,0.319149,0.05251,0.461172,0.003511,0.519679,0.292544,1
31003,0.468085,0.03882,0.580184,0.002592,0.522786,0.438158,1
6420,0.787234,0.029723,0.426361,0.001998,0.24029,0.747807,0
1951,0.297872,0.028101,0.38069,0.001917,0.381926,0.474561,0
17922,0.744681,0.029422,0.358375,0.001614,0.209218,0.771053,0
30820,0.553191,0.054792,0.51443,0.003712,0.545572,0.229825,1
10633,0.361702,0.027921,0.370277,0.001888,0.278094,0.570175,0
31657,0.702128,0.038399,0.44704,0.002626,0.384775,0.257895,1
71,0.446809,0.041311,0.521273,0.002628,0.350337,0.757456,0
32437,0.851064,0.02684,0.391996,0.00177,0.408338,0.719737,1
37155,0.382979,0.086826,0.585242,0.005825,0.484982,0.451316,1
16362,0.191489,0.044104,0.188188,0.002921,0.267219,0.608333,0
31920,0.255319,0.034526,0.391699,0.002283,0.434231,0.519737,1
37256,0.702128,0.075477,0.47947,0.005245,0.743915,0.187719,1
29096,0.765957,0.057193,0.806605,0.003851,0.698602,0.486404,1
31415,0.553191,0.035007,0.510562,0.002376,0.29363,0.676754,1
15345,0.510638,0.029933,0.515025,0.00178,0.365614,0.857018,0
